Price,Area,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,24X7Security,PowerBackup,CarParking,StaffQuarter,AC,Wifi,Children'splayarea,LiftAvailable,BED
9499000,890,"Vartak Nagar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
7300000,1100,"kavesar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
5900000,800,"Majiwada, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
12400000,585,"Majiwada, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
8400000,1300,"Vartak Nagar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
19000000,376,"Rajendra Nagar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
22200000,764,"Charkop, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
8500000,995,"dhanukarwadi, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
4400000,405,"Vazira, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
10500000,600,"Kalyan West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
7300000,400,"Link Road, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
4250000,1149,"Haware City, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
6000000,560,"Haware City, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
26000000,650,"Mira Road East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
8500000,1045,"Goregaon West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
13000000,1175,"Vasai West, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
15900000,550,"Four Bunglows, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
5550000,867,"Borivali West, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
9900000,990,"Palava, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
100000000,539,"Borivali West, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
2700000,3300,"Oshiwara Police Station Road, Mumbai",4,0,9,9,9,9,9,9,9,9,9,9,9
52500000,640,"Virar, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
55000000,1450,"Khar West, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
72500000,1900,"Bandra West, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
75000000,1750,"Bandra West, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
75000000,1875,"Andheri West, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
35000000,1600,"Almeida Park, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
26000000,1000,"Bandra West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
8500000,1045,"Goregaon West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
29200000,1175,"Vasai West, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
3200000,909,"Seven Bunglow, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
14200000,285,"Vasai east, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
59400000,950,"Malad West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
100000000,1080,"Poddar Road, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
80000000,3300,"Oshiwara Police Station Road, Mumbai",4,0,9,9,9,9,9,9,9,9,9,9,9
2100000,3498,"Worli, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
7959999,245,"Mira Road East, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
2350000,755,"Kalyan West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
3979999,430,"Badlapur East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
4100000,413,"Kalyan West, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
4800000,465,"Kalyan West, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
4380000,610,"Kalyan West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
4380000,610,"Kalyan West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
5060000,610,"Kalyan West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
4380000,650,"Kalyan West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
4800000,430,"Kalyan West, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
5800000,485,"Kalyan West, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
4580000,686,"Dombivali East, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
2600000,430,"Kalyan West, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
7500000,500,"Badlapur East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
4450000,660,"Kalyan West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
2840000,455,"Kalyan West, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
5800000,466,"Ambernath East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
3500000,686,"Dombivali East, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
5800000,450,"Kalyan West, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
7100000,686,"Dombivali East, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
8300000,660,"Kalyan West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
2600000,790,"Kalyan West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
2560000,500,"Badlapur East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
2400000,441,"Badlapur East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
4650000,480,"Badlapur, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
5800000,525,"Kalyan West, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
4200000,663,"Kalyan West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
3700000,440,"Kalyan West, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
3700000,417,"Kalyan West, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
4800000,650,"Taloja, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
41200000,660,"Kharghar, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
12000000,2300,"Malad East, Mumbai",4,1,9,9,9,9,9,9,9,9,9,9,9
2800000,720,"Malad East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
2600000,510,"Taloja, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
2400000,520,"Taloja, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
2200000,490,"Taloja, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
15000000,470,"Taloja, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
55000000,800,"Chembur, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
65000000,1225,"Khar West, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
8300000,1175,"Khar West, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
5100000,1095,"Mira Road East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
8100000,695,"Mira Road East, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
6800000,1055,"Mira Road East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
5100000,875,"Mira Road East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
46000000,675,"Mira Road East, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
105500000,1150,"Worli, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
65000000,2285,"Worli, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
88000000,1500,"Gulmohar Road, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
122500000,2394,"Mahalaxmi, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
71000000,3150,"Worli, Mumbai",4,1,9,9,9,9,9,9,9,9,9,9,9
55000000,2580,"Worli, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
145000000,1125,"Parel, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
65000000,3800,"Khar West, Mumbai",4,0,9,9,9,9,9,9,9,9,9,9,9
12800000,2250,"Vile Parle E, Mumbai",4,0,9,9,9,9,9,9,9,9,9,9,9
12800000,750,"Pokhran Road No 2, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
22500000,1100,"Sainath Nagar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
19000000,1900,"Sainath Nagar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
27000000,1600,"Sainath Nagar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
17500000,2300,"Kapur Bawdi, Mumbai",4,1,9,9,9,9,9,9,9,9,9,9,9
13200000,2400,"Manpada near Tiku ji ni wadi, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
2300000,1120,"Kapur Bawdi, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
2000000,254,"Mira Road East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
8300000,220,"Mira Road East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
7400000,525,"Kandivali East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
9500000,650,"Nerul, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
7500000,826,"Kolshet Industrial Area, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
5800000,1050,"PARSIK NAGAR, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
9000000,630,"PARSIK NAGAR, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
9000000,985,"PARSIK NAGAR, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
5000000,985,"PARSIK NAGAR, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
7800000,650,"PARSIK NAGAR, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
4200000,1000,"PARSIK NAGAR, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
2300000,650,"Sector16 Ulwe, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
2000000,254,"Mira Road East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
8300000,220,"Mira Road East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
11100000,525,"Kandivali East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
18900000,1205,"Seawoods, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
14000000,1225,"Thakur complex, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
15000000,900,"Borivali East, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
7600000,1000,"Kandivali East, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
125000000,560,"thakur village kandivali east, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
65000000,5320,"Kandivali East, Mumbai",5,1,9,9,9,9,9,9,9,9,9,9,9
16500000,2590,"Kandivali East, Mumbai",6,1,9,9,9,9,9,9,9,9,9,9,9
7400000,1065,"Kandivali East, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
8500000,650,"Bhandup West, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
11000000,800,"Mira Road East, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
15000000,1102,"Majiwada thane, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
13500000,1400,"Mumbai Agra National Highway, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
12800000,1250,"Anand Nagar Thane West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
19000000,1100,"Majiwada thane, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
15000000,1600,"Majiwada thane, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
12800000,1400,"Majiwada thane, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
22500000,1100,"Sainath Nagar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
19000000,1900,"Sainath Nagar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
14000000,1600,"Sainath Nagar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
16500000,1014,"Charkop Sector 8, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
18900000,1065,"Kandivali East, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
9100000,1225,"Thakur complex, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
29400000,920,"Thane West, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
22200000,1450,"Andheri, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
10500000,900,"Andheri, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
13200000,980,"Borivali, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
14200000,918,"Borivali East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
16000000,925,"Kandivali West, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
10300000,1232,"Malad East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
8100000,975,"Malad East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
20099999,710,"Malad East, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
11700000,1100,"Malad West, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
2816000,840,"Malad West, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
2596000,630,"Vasai, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
8000000,590,"Vasai, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
4300000,950,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
8000000,800,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
8300000,1075,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
4500000,1050,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
5000000,600,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
8500000,650,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
8500000,1175,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
9500000,1050,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
6500000,1120,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
6000000,735,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
9500000,759,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
7000000,1120,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
6500000,735,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
6500000,649,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
8500000,660,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
10500000,1000,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
13700000,1120,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
9500000,1380,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
9500000,1120,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
5500000,1120,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
4200000,649,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
8000000,650,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
7800000,954,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
6200000,1000,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
27799999,650,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
9500000,1600,"Kharghar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
15000000,1120,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
7900000,1050,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
5800000,1040,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
4200000,735,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
4400000,650,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
6500000,620,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
6500000,735,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
6500000,735,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
10500000,735,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
8500000,1580,"Kharghar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
7900000,1115,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
5500000,1040,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
13500000,620,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
15500000,1677,"Kharghar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
20000000,1530,"Kharghar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
10500000,1600,"Kharghar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
9500000,1580,"Kharghar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
9500000,1075,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
6900000,1120,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
5200000,735,"Kharghar, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
5300000,641,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
6000000,660,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
4200000,735,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
5200000,650,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
5300000,641,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
8500000,660,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
6000000,1100,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
5200000,735,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
11000000,641,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
5300000,1254,"Kharghar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
5200000,660,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
6000000,641,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
15500000,735,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
10100000,1530,"Kharghar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
6000000,1580,"Kharghar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
15000000,750,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
12000000,1380,"Kharghar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
9500000,1210,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
5200000,1120,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
15500000,525,"Khar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
13000000,1530,"Kharghar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
12000000,1498,"Kharghar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
8700000,1395,"Kharghar, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
4300000,1050,"Kharghar, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
2357000,800,"Kharghar, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
2500000,555,"Virar East, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
11500000,540,"Virar East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
2700000,1133,"Panvel, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
3500000,410,"Kalyan West, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
5200000,565,"Kalyan West, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
11000000,596,"Kalyan West, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
11000000,800,"Mulund West, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
2500000,350,"Jogeshwari East, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
4300000,545,"Virar East, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
5900000,650,"Mira Road East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
6559999,650,"Mira Road East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
7240000,965,"Mira Road East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
7940000,965,"Mira Road East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
7900000,965,"Mira Road East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
8100000,965,"Mira Road East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
9500000,965,"Mira Road East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
25800000,665,"Kandivali West, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
8500000,1400,"Goregaon West, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
2394000,840,"Mira Road East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
2394000,640,"Titwala, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
2436000,640,"Titwala, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
12900000,575,"Thane West, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
2225000,310,"Prabhadevi, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
2565000,595,"Ambernath East, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
15300000,675,"Badlapur East, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
9000000,1040,"Andheri, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
10500000,793,"Dahisar East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
24000000,760,"Vile Parle, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
7200000,1240,"kandivali, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
7000000,693,"kandivali, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
14500000,627,"kandivali, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
19000000,1020,"kandivali, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
22500000,1290,"kandivali, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
36500000,1495,"kandivali, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
24500000,2200,"Ghatkopar, Mumbai",4,0,9,9,9,9,9,9,9,9,9,9,9
23500000,1558,"Ghatkopar, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
18500000,1415,"Goregaon, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
25600000,1202,"Goregaon, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
18500000,1487,"Goregaon West, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
17000000,1065,"Goregaon West, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
9000000,1215,"Goregaon, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
77500000,650,"Goregaon, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
18000000,3507,"Goregaon, Mumbai",6,0,9,9,9,9,9,9,9,9,9,9,9
21000000,987,"Goregaon, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
43500000,1040,"Goregaon, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
32500000,2015,"Goregaon East, Mumbai",4,0,9,9,9,9,9,9,9,9,9,9,9
13500000,1502,"Goregaon East, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
18000000,994,"Malad East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
82500000,900,"Vikhroli, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
6600000,1220,"Khar, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
2900000,555,"Bhandup West, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
70000000,620,"Dombivali East, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
60000000,1318,"Marine Lines, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
27000000,1634,"Juhu, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
70000000,872,"Juhu, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
120000000,1527,"Juhu, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
100000000,3049,"Juhu, Mumbai",5,0,9,9,9,9,9,9,9,9,9,9,9
80000000,3313,"Napeansea Road, Mumbai",4,0,9,9,9,9,9,9,9,9,9,9,9
42500000,2436,"Napeansea Road, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
60000000,1305,"Bandra East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
250000000,1750,"Bandra East, Mumbai",3,0,9,9,9,9,9,9,9,9,9,9,9
8200000,5200,"Bandra Kurla Complex, Mumbai",5,1,9,9,9,9,9,9,9,9,9,9,9
19000000,1000,"sec 50 new, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
15500000,1411,"Marol, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
11000000,1000,"Vakola Pipeline Road, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
3853000,600,"Chembur, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
65000000,860,"Neral, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
4907000,2998,"Thane West, Mumbai",4,1,9,9,9,9,9,9,9,9,9,9,9
8100000,755,"Panvel, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
90000000,1137,"Mira Road East, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
6500000,1500,"Khar West, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
5500000,700,"Shil Phata, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
25000000,650,"Shil Phata, Mumbai",2,0,9,9,9,9,9,9,9,9,9,9,9
8323999,1080,"Malad East, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
13000000,1051,"Kalwa, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
2500000,903,"Andheri East, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
45000000,690,"Vangani, Mumbai",1,0,9,9,9,9,9,9,9,9,9,9,9
50100000,1400,"Ville Parle East, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
33800000,2800,"Central Avenue, Mumbai",4,1,9,9,9,9,9,9,9,9,9,9,9
12000000,1500,"Chembur, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
12000000,600,"Chembur, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
31500000,600,"Chembur, Mumbai",1,1,9,9,9,9,9,9,9,9,9,9,9
23900000,1470,"Andheri West, Mumbai",3,1,9,9,9,9,9,9,9,9,9,9,9
8000000,400,"Andheri West, Mumbai",2,1,9,9,9,9,9,9,9,9,9,9,9
